Time,CPU,Total_Memory,Free_Memory,Used_Memory,Percentage_Utilization,Bytes_Sent,Bytes_Receive
1720,2.0,2097139712,1125826560,130392064,15.5,59264053,83131730
1721,1.0,2097139712,1125892096,130326528,15.5,59269475,83134334
1722,0.0,2097139712,1125957632,130260992,15.5,59274701,83136674
1723,1.9,2097139712,1126023168,130195456,15.5,59279662,83139142
1724,0.0,2097139712,1125859328,130359296,15.5,59285008,83141746
1725,1.0,2097139712,1125924864,130293760,15.5,59290369,83144420
1726,2.0,2097139712,1125990400,130228224,15.5,59295845,83147090
1727,0.0,2097139712,1125859328,130359296,15.5,59301059,83149694
1728,1.0,2097139712,1125924864,130293760,15.5,59306196,83152162
1729,1.0,2097139712,1125957632,130260992,15.5,59311792,83155030
1730,1.0,2097139712,1125826560,130392064,15.5,59316930,83157568
1731,1.0,2097139712,1125892096,130326528,15.5,59322462,83160568
1732,1.0,2097139712,1125957632,130260992,15.5,59327963,83163374
1733,1.0,2097139712,1125826560,130392064,15.5,59333122,83165884
1734,1.0,2097139712,1125859328,130359296,15.5,59338503,83168426
1735,1.0,2097139712,1125924864,130293760,15.5,59343873,83171030
1736,1.0,2097139712,1125990400,130228224,15.5,59349251,83173568
1737,1.0,2097139712,1125826560,130392064,15.5,59354575,83176040
1738,1.0,2097139712,1125892096,130326528,15.5,59359979,83178578
1739,0.0,2097139712,1125957632,130260992,15.5,59365349,83180918
1740,2.0,2097139712,1125859328,130359296,15.5,59370719,83183324
1741,2.0,2097139712,1125859328,130359296,15.5,59375770,83185594
1742,1.0,2097139712,1125924864,130293760,15.5,59380966,83188198
1743,1.0,2097139712,1125990400,130228224,15.5,59386418,83190736
1744,1.0,2097139712,1125826560,130392064,15.5,59391806,83193472
1745,1.0,2097139712,1125892096,130326528,15.5,59397191,83196212
1745,1.9,2097139712,1125957632,130260992,15.5,59402559,83198816
1747,1.0,2097139712,1125826560,130392064,15.5,59407935,83201552
1748,0.0,2097139712,1125892096,130326528,15.5,59412643,83203706
1749,0.0,2097139712,1125957632,130260992,15.5,59418138,83207320
1750,2.9,2097139712,1125826560,130392064,15.5,59423585,83210060
1751,0.0,2097139712,1125892096,130326528,15.5,59428975,83212532
1752,1.0,2097139712,1125924864,130293760,15.5,59434201,83214872
1753,1.0,2097139712,1125990400,130228224,15.5,59439274,83217010
1754,1.9,2097139712,1125990400,130359296,15.5,59444593,83219552
1755,2.0,2097139712,1125892096,130326528,15.5,59450035,83222090
1756,1.0,2097139712,1125957632,130260992,15.5,59455481,83224628
1757,1.0,2097139712,1126023168,130195456,15.5,59460606,83227030
1758,0.0,2097139712,1125826560,130392064,15.5,59465987,83229572
1759,1.0,2097139712,1125892096,130326528,15.5,59471509,83232374
1760,2.0,2097139712,1125957632,130260992,15.5,59477083,83235176
1761,1.0,2097139712,1125826560,130392064,15.5,59482110,83237512
1762,1.0,2097139712,1125892096,130326528,15.5,59487735,83240318
1763,1.0,2097139712,1125957632,130260992,15.5,59493151,83242922
1764,2.0,2097139712,1125859328,130359296,15.5,59498559,83245856
1765,2.0,2097139712,1125859328,130359296,15.5,59503826,83248522
1766,0.0,2097139712,1125924864,130293760,15.5,59509058,83251258
1767,1.0,2097139712,1125990400,130228224,15.5,59514394,83253928
1768,1.0,2097139712,1125859328,130359296,15.5,59519838,83256640
1769,2.0,2097139712,1125924864,130293760,15.5,59525172,83259508
1770,0.0,2097139712,1125990400,130228224,15.5,59530705,83262314
1771,2.0,2097139712,1125859328,130359296,15.5,59535867,83264654
1772,1.0,2097139712,1125924864,130293760,15.5,59541058,83266990
1773,1.0,2097139712,1125957632,130260992,15.5,59546541,83269730
1774,1.0,2097139712,1125826560,130392064,15.5,59551961,83272334
1775,2.0,2097139712,1125892096,130326528,15.5,59557250,83274934
1776,0.0,2097139712,1125957632,130260992,15.5,59562748,83277736
1777,1.9,2097139712,1126023168,130195456,15.5,59568227,83280410
1778,1.0,2097139712,1125859328,130359296,15.5,59573671,83282948
1779,0.0,2097139712,1125924864,130293760,15.5,59578710,83285350
1780,0.0,2097139712,1125990400,130228224,15.5,59584189,83288090
1781,3.9,2097139712,1125990400,130228224,15.5,59589357,83290430
1782,1.0,2097139712,1125765120,130449408,15.5,59594655,83293034
1783,1.0,2097139712,1125797888,130416640,15.5,59600231,83295836
1784,2.0,2097139712,1125732352,130482176,15.5,59605499,83298506
1785,1.0,2097139712,1125732352,130482176,15.5,59610447,83300822
1786,1.0,2097139712,1125797888,130416640,15.5,59616043,83303846
1787,1.0,2097139712,1125863424,130342912,15.5,59621321,83306054
1788,1.9,2097139712,1125699584,130506752,15.5,59626546,83308390
1789,1.0,2097139712,1125765120,130441216,15.5,59631927,83310932
1790,0.0,2097139712,1125830656,130375680,15.5,59637349,83313466
1791,2.0,2097139712,1125699584,130506752,15.5,59642663,83316272
1792,0.0,2097139712,1125732352,130473984,15.5,59647864,83318674
1793,2.0,2097139712,1125797888,130408448,15.5,59653245,83321216
1794,1.0,2097139712,1125863424,130408448,15.5,59658471,83323556
1795,0.0,2097139712,1125699584,130506752,15.5,59663763,83326424
1796,2.0,2097139712,1125797888,130408448,15.5,59669303,83329358
1797,0.0,2097139712,1125830656,130375680,15.5,59674398,83331628
1798,2.0,2097139712,1125699584,130506752,15.5,59679492,83334364
1799,0.0,2097139712,1125765120,130441216,15.5,59684706,83336968
1800,1.9,2097139712,1125830656,130375680,15.5,59690133,83339770
1801,1.0,2097139712,1125896192,130310144,15.5,59695457,83342510
1802,1.0,2097139712,1125765120,130441216,15.5,59700715,83344982
1803,2.0,2097139712,1125797888,130408448,15.5,59706152,83347516
1804,2.0,2097139712,1125863424,130342912,15.5,59711587,83350124
1805,1.0,2097139712,1125699584,130506752,15.5,59716852,83352700
1806,1.0,2097139712,1125765120,130441216,15.5,59722603,83355836
1807,1.0,2097139712,1125830656,130375680,15.5,59727674,83358172
1808,0.0,2097139712,1125699584,130506752,15.5,59733074,83360842
1809,1.0,2097139712,1125765120,130441216,15.5,59738687,83363780
1810,2.9,2097139712,1125830656,130375680,15.5,59743876,83366248
1811,1.0,2097139712,1125863424,130338816,15.5,59749257,83368724
1812,1.0,2097139712,1125732352,130469888,15.5,59754404,83371126
1813,1.0,2097139712,1125797888,130404352,15.5,59759841,83373668
1814,2.0,2097139712,1125863424,130338816,15.5,59765261,83376272
1815,1.0,2097139712,1125699584,130502656,15.5,59770101,83378588
1816,1.0,2097139712,1125765120,130437120,15.5,59775876,83381806
1817,0.0,2097139712,1125830656,130371584,15.5,59781399,83384546
1818,1.0,2097139712,1125699584,130502656,15.5,59786659,83387018
1819,2.0,2097139712,1125699584,130437120,15.5,59791885,83389556
1820,1.0,2097139712,1125797888,130404352,15.5,59797407,83392292
1821,0.0,2097139712,1125863424,130338816,15.5,59802674,83395024
1822,0.0,2097139712,1125732352,130469888,15.5,59808229,83397632
1823,2.0,2097139712,1125797888,130404352,15.5,59813452,83400166
1824,1.0,2097139712,1125863424,130338816,15.5,59818612,83402704
1825,2.9,2097139712,1125732352,130469888,15.5,59823816,83405110
1826,0.0,2097139712,1125765120,130437120,15.5,59829197,83407652
1827,1.0,2097139712,1125830656,130371584,15.5,59834457,83410124
1828,1.0,2097139712,1125896192,130306048,15.5,59839715,83412596
1829,1.0,2097139712,1125699584,130502656,15.5,59844676,83415130
1830,1.0,2097139712,1125765120,130437120,15.5,59849988,83417866
1831,1.0,2097139712,1125765120,130371584,15.5,59855292,83420404
1832,1.0,2097139712,1125699584,130502656,15.5,59860572,83422810
1833,2.0,2097139712,1125765120,130437120,15.5,59865855,83425616
1834,1.0,2097139712,1125797888,130404352,15.5,59870880,83428084
1835,2.0,2097139712,1125863424,130338816,15.5,59876395,83430890
1836,1.0,2097139712,1125732352,130469888,15.5,59881871,83433560
1837,1.0,2097139712,1125797888,130404352,15.5,59887072,83435962
1838,1.0,2097139712,1125863424,130338816,15.5,59892453,83438504
1839,1.0,2097139712,1125699584,130502656,15.5,59897764,83440972
1840,0.0,2097139712,1125765120,130437120,15.5,59903145,83443514
1841,1.9,2097139712,1125830656,130367488,15.5,59908256,83445784
1842,1.0,2097139712,1125896192,130301952,15.5,59913669,83448434
1843,2.9,2097139712,1125732352,130465792,15.5,59918916,83451038
1844,1.0,2097139712,1125797888,130400256,15.5,59924120,83453374
1845,1.0,2097139712,1125863424,130334720,15.5,59929380,83455780
1846,0.0,2097139712,1125699584,130498560,15.5,59934771,83458520
1846,1.9,2097139712,1125765120,130433024,15.5,59939944,83460790
1848,2.0,2097139712,1125830656,130367488,15.5,59945411,83463460
1849,2.0,2097139712,1125896192,130301952,15.5,59950801,83466002
1850,1.0,2097139712,1125732352,130465792,15.5,59955938,83468404
1851,1.0,2097139712,1125797888,130400256,15.5,59961373,83471012
1852,0.0,2097139712,1125863424,130334720,15.5,59966432,83473414
1853,2.0,2097139712,1125699584,130498560,15.5,59971614,83475886
1854,1.0,2097139712,1125732352,130465792,15.5,59976995,83478428
1855,1.0,2097139712,1125797888,130400256,15.5,59982046,83480698
1856,1.9,2097139712,1125863424,130334720,15.5,59987341,83483240
1856,0.0,2097139712,1125732352,130465792,15.5,59992488,83485774
1858,1.0,2097139712,1125797888,130400256,15.5,59997989,83488382
1859,1.0,2097139712,1125830656,130367488,15.5,60003026,83490916
1860,1.0,2097139712,1125699584,130498560,15.5,60008415,83493392
1861,0.0,2097139712,1125732352,130465792,15.5,60013619,83495600
1862,1.0,2097139712,1125797888,130400256,15.5,60019107,83498204
1862,1.0,2097139712,1125797888,130400256,15.5,60024013,83500586
1864,2.9,2097139712,1125732352,130465792,15.5,60030037,83504570
1865,1.0,2097139712,1125797888,130400256,15.5,60035305,83506976
1866,1.0,2097139712,1125797888,130400256,15.5,60040555,83509250
1867,1.0,2097139712,1125699584,130498560,15.5,60045604,83511454
1868,2.0,2097139712,1125765120,130433024,15.5,60051009,83514260
1869,1.0,2097139712,1125830656,130367488,15.5,60056526,83516992
1870,2.0,2097139712,1125830656,130498560,15.5,60061828,83519530
1871,1.9,2097139712,1125765120,130433024,15.5,60067209,83522072
1872,1.0,2097139712,1125797888,130400256,15.5,60072192,83524408
1873,1.0,2097139712,1125863424,130334720,15.5,60077663,83527346
1874,1.0,2097139712,1125699584,130498560,15.5,60083107,83530082
1875,1.0,2097139712,1125765120,130433024,15.5,60088262,83532814
1876,1.0,2097139712,1125765120,130367488,15.5,60093816,83535682
1877,1.0,2097139712,1125699584,130498560,15.5,60099172,83538484
1878,2.0,2097139712,1125765120,130433024,15.5,60104719,83541464
1879,1.0,2097139712,1125830656,130367488,15.5,60109658,83543998
1880,1.0,2097139712,1125699584,130498560,15.5,60115039,83546540
1881,1.9,2097139712,1125732352,130465792,15.5,60120068,83549140
1882,2.0,2097139712,1125797888,130400256,15.5,60125358,83551876
1883,2.0,2097139712,1125863424,130334720,15.5,60130350,83554546
1884,0.0,2097139712,1125732352,130465792,15.5,60135775,83557220
1885,1.0,2097139712,1125797888,130400256,15.5,60141044,83559622
1886,2.0,2097139712,1125863424,130334720,15.5,60146368,83562292
1887,1.0,2097139712,1125732352,130465792,15.5,60151670,83564896
1888,2.0,2097139712,1125765120,130433024,15.5,60157016,83567830
1889,0.0,2097139712,1125830656,130367488,15.5,60162223,83570702
1890,1.0,2097139712,1125699584,130498560,15.5,60167476,83573368
1891,2.0,2097139712,1125765120,130433024,15.5,60172658,83576038
1892,0.0,2097139712,1125830656,130367488,15.5,60177774,83578642
1893,1.0,2097139712,1125896192,130301952,15.5,60183022,83581510
1894,1.0,2097139712,1125765120,130433024,15.5,60188356,83584378
1895,1.0,2097139712,1125830656,130367488,15.5,60193911,83587250
1896,1.9,2097139712,1125896192,130301952,15.5,60199443,83590184
1897,1.0,2097139712,1125732352,130465792,15.5,60204556,83592718
1898,0.0,2097139712,1125797888,130400256,15.5,60209912,83595454
1899,1.0,2097139712,1125863424,130334720,15.5,60215006,83598256
1900,1.0,2097139712,1125732352,130465792,15.5,60220526,83601190
1901,1.0,2097139712,1125797888,130400256,15.5,60226015,83603996
1902,1.0,2097139712,1125830656,130367488,15.5,60231424,83606728
1903,1.0,2097139712,1125699584,130498560,15.5,60236836,83609596
1904,0.0,2097139712,1125765120,130433024,15.5,60242219,83612138
1905,1.0,2097139712,1125830656,130367488,15.5,60247496,83614738
1906,2.0,2097139712,1125699584,130498560,15.5,60252994,83617606
1907,1.0,2097139712,1125765120,130433024,15.5,60258551,83620412
1908,1.0,2097139712,1125830656,130367488,15.5,60263808,83623276
1909,1.9,2097139712,1125699584,130498560,15.5,60268978,83626012
1910,0.0,2097139712,1125765120,130433024,15.5,60274369,83628686
1911,0.0,2097139712,1125797888,130400256,15.5,60279791,83631290
1912,2.0,2097139712,1125863424,130334720,15.5,60284938,83633560
1913,1.9,2097139712,1125732352,130465792,15.5,60290421,83636564
1914,1.0,2097139712,1125797888,130400256,15.5,60295905,83639144
1915,0.0,2097139712,1125863424,130334720,15.5,60301295,83641682
1916,1.0,2097139712,1125732352,130465792,15.5,60306643,83644286
1917,1.0,2097139712,1125797888,130400256,15.5,60312224,83647216
1918,1.9,2097139712,1125863424,130334720,15.5,60317555,83649956
1918,1.9,2097139712,1125863424,130334720,15.5,60322435,83652210
1920,0.0,2097139712,1125765120,130433024,15.5,60327935,83655626
1921,2.9,2097139712,1125797888,130400256,15.5,60333332,83658292
1922,0.0,2097139712,1125732352,130465792,15.5,60338492,83660830
1923,1.0,2097139712,1125732352,130465792,15.5,60343807,83663372
1924,1.0,2097139712,1125797888,130400256,15.5,60349295,83665976
1925,1.0,2097139712,1125830656,130367488,15.5,60354739,83668514
1926,1.9,2097139712,1125699584,130498560,15.5,60359852,83671180
1927,1.0,2097139712,1125765120,130433024,15.5,60365056,83673586
1928,0.0,2097139712,1125830656,130367488,15.5,60370392,83676256
1929,1.0,2097139712,1125699584,130498560,15.5,60376047,83679260
1930,1.0,2097139712,1125765120,130433024,15.5,60381476,83682124
1931,1.0,2097139712,1125830656,130367488,15.5,60387029,83685194
1932,1.0,2097139712,1125699584,130498560,15.5,60392571,83688062
1933,2.0,2097139712,1125765120,130433024,15.5,60397674,83690530
1934,1.0,2097139712,1125830656,130367488,15.5,60402900,83693068
1935,2.9,2097139712,1125896192,130301952,15.5,60408356,83695870
1936,0.0,2097139712,1125732352,130465792,15.5,60414053,83698940
1936,2.0,2097139712,1125797888,130400256,15.5,60419036,83701342
1938,1.0,2097139712,1125863424,130334720,15.5,60424446,83704276
1938,1.0,2097139712,1125699584,130498560,15.5,60429684,83706814
1940,0.0,2097139712,1125765120,130433024,15.5,60435106,83709616
1941,0.0,2097139712,1125830656,130367488,15.5,60440531,83712290
1942,2.9,2097139712,1125699584,130498560,15.5,60445852,83715022
1943,1.0,2097139712,1125765120,130433024,15.5,60451266,83717824
1944,2.0,2097139712,1125830656,130367488,15.5,60456857,83720630
1945,1.0,2097139712,1125699584,130498560,15.5,60462083,83723234
1946,1.0,2097139712,1125732352,130465792,15.5,60467329,83725970
1947,1.0,2097139712,1125797888,130400256,15.5,60472719,83728442
1948,1.0,2097139712,1125863424,130334720,15.5,60477945,83730782
1949,1.0,2097139712,1125732352,130465792,15.5,60483320,83733514
1950,0.0,2097139712,1125797888,130400256,15.5,60489093,83736560
1951,1.0,2097139712,1125863424,130334720,15.5,60494218,83738962
1952,2.0,2097139712,1125699584,130498560,15.5,60499599,83741504
1953,0.0,2097139712,1125765120,130433024,15.5,60505033,83744306
1953,0.0,2097139712,1125765120,130433024,15.5,60509846,83746622
1955,3.8,2097139712,1125699584,130498560,15.5,60515457,83749448
1956,0.0,2097139712,1125765120,130433024,15.5,60520815,83751854
1957,0.0,2097139712,1125797888,130400256,15.5,60526085,83754062
1958,1.0,2097139712,1125863424,130334720,15.5,60531188,83756530
1959,1.0,2097139712,1125732352,130465792,15.5,60536735,83759336
1960,0.0,2097139712,1125765120,130433024,15.5,60542154,83762134
1961,1.9,2097139712,1125863424,130334720,15.5,60547525,83764940
1962,2.0,2097139712,1125666816,130531328,15.5,60552969,83767742
1963,1.0,2097139712,1125732352,130465792,15.5,60558092,83770210
1964,1.0,2097139712,1125797888,130400256,15.5,60563318,83772682
1965,0.0,2097139712,1125863424,130334720,15.5,60568598,83775418
1966,1.0,2097139712,1125732352,130465792,15.5,60573923,83778290
1967,1.0,2097139712,1125797888,130400256,15.5,60579146,83780824
1968,2.0,2097139712,1125863424,130334720,15.5,60584625,83783498
1969,2.0,2097139712,1125699584,130498560,15.5,60589951,83786036
1970,1.0,2097139712,1125765120,130433024,15.5,60595110,83788570
1971,2.0,2097139712,1125830656,130367488,15.5,60600679,83791442
1972,2.0,2097139712,1125699584,130498560,15.5,60606319,83794244
1973,1.0,2097139712,1125765120,130433024,15.5,60611827,83796848
1974,1.0,2097139712,1125830656,130367488,15.5,60617217,83799320
1975,1.0,2097139712,1125863424,130334720,15.5,60622563,83801726
1976,2.0,2097139712,1125732352,130465792,15.5,60628055,83804462
1977,1.0,2097139712,1125797888,130400256,15.5,60633386,83806864
1978,0.0,2097139712,1125863424,130334720,15.5,60638644,83809534
1979,1.0,2097139712,1125732352,130465792,15.5,60644005,83812406
1980,1.0,2097139712,1125765120,130433024,15.5,60649446,83814940
1981,2.0,2097139712,1125830656,130367488,15.5,60654939,83817914
1982,1.0,2097139712,1125699584,130498560,15.5,60659964,83820382
1983,1.0,2097139712,1125765120,130433024,15.5,60665345,83823188
1984,1.9,2097139712,1125830656,130367488,15.5,60670757,83825594
1985,0.0,2097139712,1125896192,130301952,15.5,60676100,83828194
1986,2.0,2097139712,1125699584,130498560,15.5,60681534,83831062
1987,0.0,2097139712,1125797888,130400256,15.5,60687153,83833910
1988,2.0,2097139712,1125830656,130367488,15.5,60692379,83836250
1989,0.0,2097139712,1125699584,130498560,15.5,60697504,83838586
1990,1.9,2097139712,1125765120,130433024,15.5,60702806,83841520
1991,1.0,2097139712,1125830656,130367488,15.5,60708236,83844322
1992,1.9,2097139712,1125699584,130498560,15.5,60713619,83846864
1993,2.0,2097139712,1125732352,130465792,15.5,60719006,83849398
1994,0.0,2097139712,1125797888,130400256,15.5,60724279,83852204
1995,1.0,2097139712,1125863424,130334720,15.5,60729713,83855006
1996,1.0,2097139712,1125732352,130465792,15.5,60735208,83857804
1997,2.0,2097139712,1125797888,130400256,15.5,60740929,83860874
1998,1.0,2097139712,1125863424,130334720,15.5,60746248,83863606
1999,1.0,2097139712,1125732352,130465792,15.5,60751342,83866276
2000,0.0,2097139712,1125797888,130400256,15.5,60756722,83869144
2001,0.0,2097139712,1125863424,130334720,15.5,60762144,83871814
2002,1.0,2097139712,1125732352,130465792,15.5,60767681,83874554
2003,0.0,2097139712,1125797888,130400256,15.5,60772804,83877154
2004,2.0,2097139712,1125863424,130334720,15.5,60778119,83879626
2005,1.0,2097139712,1125699584,130498560,15.5,60783575,83882168
2006,2.0,2097139712,1125765120,130433024,15.5,60788732,83884702
2007,1.0,2097139712,1125830656,130367488,15.5,60794297,83887772
2008,0.0,2097139712,1125896192,130301952,15.5,60799731,83890442
2009,1.0,2097139712,1125732352,130465792,15.5,60804976,83892910
2010,1.0,2097139712,1125797888,130400256,15.5,60810248,83895382
2011,1.0,2097139712,1125797888,130367488,15.5,60815665,83898056
2012,2.0,2097139712,1125699584,130498560,15.5,60821072,83900788
2013,2.0,2097139712,1125765120,130424832,15.5,60826374,83903524
2014,0.0,2097139712,1125830656,130359296,15.5,60832049,83906458
2015,0.0,2097139712,1125699584,130490368,15.5,60836898,83908646
2016,2.9,2097139712,1125765120,130424832,15.5,60842200,83911864
2017,1.0,2097139712,1125830656,130359296,15.5,60847625,83914538
2018,1.0,2097139712,1125863424,130326528,15.5,60852870,83917204
2019,0.0,2097139712,1125732352,130457600,15.5,60858054,83920030
2020,1.0,2097139712,1125732352,130392064,15.5,60863145,83922618
2021,2.0,2097139712,1125863424,130326528,15.5,60868608,83925634
2022,0.0,2097139712,1125732352,130457600,15.5,60873996,83928568
2023,0.0,2097139712,1125797888,130392064,15.5,60879409,83931172
2024,0.0,2097139712,1125863424,130326528,15.5,60884857,83933912
2025,2.0,2097139712,1125732352,130457600,15.5,60890168,83936710
2026,1.0,2097139712,1125797888,130392064,15.5,60895855,83939318
2027,2.0,2097139712,1125863424,130326528,15.5,60901603,83942228
2028,0.0,2097139712,1125732352,130457600,15.5,60906719,83944898
2029,1.0,2097139712,1125797888,130392064,15.5,60911974,83947498
2030,1.0,2097139712,1125863424,130326528,15.5,60917597,83950502
2031,2.0,2097139712,1125699584,130490368,15.5,60922941,83952908
2032,1.0,2097139712,1125732352,130457600,15.5,60928189,83955182
2033,1.0,2097139712,1125797888,130392064,15.5,60933502,83957650
2034,0.0,2097139712,1125863424,130326528,15.5,60939069,83960720
2035,1.0,2097139712,1125732352,130457600,15.5,60944346,83963188
2036,1.0,2097139712,1125765120,130424832,15.5,60949781,83965796
2037,0.0,2097139712,1125830656,130359296,15.5,60955327,83968466
2038,1.0,2097139712,1125699584,130490368,15.5,60960440,83971198
2039,0.0,2097139712,1125765120,130424832,15.5,60966073,83974004
2040,1.0,2097139712,1125830656,130359296,15.5,60971517,83976608
2042,1.0,2097139712,1125765120,130420736,15.5,60982216,83981812
2043,1.0,2097139712,1125797888,130420736,15.5,60987783,83984750
2044,0.0,2097139712,1125863424,130322432,15.5,60993119,83987288
2045,1.0,2097139712,1125732352,130453504,15.5,60998254,83989690
2046,1.0,2097139712,1125797888,130387968,15.5,61003458,83992096
2047,1.0,2097139712,1125863424,130322432,15.5,61008702,83994766
2048,1.0,2097139712,1125699584,130486272,15.5,61014136,83997634
2049,0.0,2097139712,1125765120,130420736,15.5,61019602,84000370
2050,1.0,2097139712,1125830656,130355200,15.5,61024934,84002908
2051,0.0,2097139712,1125699584,130486272,15.5,61030290,84005776
2052,1.0,2097139712,1125765120,130420736,15.5,61035835,84008516
2053,2.0,2097139712,1125830656,130355200,15.5,61041024,84011182
2054,2.0,2097139712,1125896192,130289664,15.5,61046328,84013720
2055,1.0,2097139712,1125732352,130453504,15.5,61052005,84016658
2056,1.0,2097139712,1125797888,130387968,15.5,61057290,84019522
2057,1.0,2097139712,1125863424,130322432,15.5,61062837,84022394
2058,1.9,2097139712,1125732352,130453504,15.5,61067916,84024994
2059,0.0,2097139712,1125765120,130420736,15.5,61073448,84027796
2060,1.0,2097139712,1125830656,130355200,15.5,61078760,84030598
2061,1.0,2097139712,1125699584,130486272,15.5,61084401,84033668
2062,2.0,2097139712,1125765120,130420736,15.5,61089362,84036202
2063,1.9,2097139712,1125830656,130355200,15.5,61094534,84038872
2064,1.0,2097139712,1125699584,130486272,15.5,61099993,84041678
2064,0.0,2097139712,1125765120,130420736,15.5,61105072,84044278
2066,1.0,2097139712,1125830656,130355200,15.5,61110575,84047084
2066,0.0,2097139712,1125699584,130486272,15.5,61116007,84049816
2068,1.0,2097139712,1125765120,130420736,15.5,61121409,84052754
2069,1.0,2097139712,1125830656,130355200,15.5,61126861,84055688
2070,1.0,2097139712,1125830656,130289664,15.5,61132297,84058202
2071,1.0,2097139712,1125732352,130453504,15.5,61137334,84060670
2072,2.0,2097139712,1125797888,130387968,15.5,61142893,84063542
2073,1.0,2097139712,1125863424,130322432,15.5,61147962,84065944
2074,1.0,2097139712,1125699584,130486272,15.5,61153384,84068812
2075,1.0,2097139712,1125765120,130420736,15.5,61158841,84071750
2075,1.9,2097139712,1125830656,130355200,15.5,61164361,84074486
2077,2.0,2097139712,1125699584,130486272,15.5,61169859,84077288
2078,1.0,2097139712,1125765120,130420736,15.5,61174954,84079558
2079,1.0,2097139712,1125797888,130387968,15.5,61180102,84082426
2080,1.0,2097139712,1125732352,130453504,15.5,61185340,84084964
2081,1.0,2097139712,1125732352,130453504,15.5,61190601,84087836
2082,2.0,2097139712,1125797888,130387968,15.5,61195768,84090304
2083,1.0,2097139712,1125863424,130318336,15.5,61201193,84092978
2084,1.0,2097139712,1125732352,130449408,15.5,61206561,84095318
2085,1.0,2097139712,1125765120,130416640,15.5,61212019,84097856
2086,1.0,2097139712,1125830656,130351104,15.5,61217345,84100394
2087,1.0,2097139712,1125699584,130351104,15.5,61222612,84102796
2088,0.0,2097139712,1125765120,130416640,15.5,61227993,84105800
2089,1.0,2097139712,1125830656,130351104,15.5,61233261,84108206
2090,2.0,2097139712,1125863424,130318336,15.5,61238452,84110608
2091,1.0,2097139712,1125732352,130449408,15.5,61243833,84113150
2092,2.0,2097139712,1125797888,130383872,15.5,61249110,84115816
2093,1.0,2097139712,1125863424,130318336,15.5,61254204,84118552
2094,1.0,2097139712,1125699584,130482176,15.5,61259484,84121354
2095,2.0,2097139712,1125765120,130416640,15.5,61264742,84124090
2096,0.0,2097139712,1125830656,130351104,15.5,61270343,84126962
2097,1.0,2097139712,1125830656,130482176,15.5,61275826,84129598
2098,1.0,2097139712,1125732352,130449408,15.5,61281229,84132470
2099,1.0,2097139712,1125797888,130383872,15.5,61286408,84135664
2100,2.0,2097139712,1125699584,130482176,15.5,61291712,84138796
2101,1.0,2097139712,1125765120,130416640,15.5,61297311,84142130
2102,1.0,2097139712,1125830656,130351104,15.5,61302742,84145192
2103,1.0,2097139712,1125699584,130482176,15.5,61307934,84148390
2104,1.0,2097139712,1125765120,130416640,15.5,61313369,84151724
2105,1.0,2097139712,1125863424,130318336,15.5,61318595,84154592
2106,1.0,2097139712,1125863424,130449408,15.5,61323825,84157724
2107,2.0,2097139712,1125797888,130383872,15.5,61329083,84160724
2108,2.0,2097139712,1125863424,130318336,15.5,61334431,84163658
2109,0.0,2097139712,1125732352,130449408,15.5,61339686,84166654
2110,1.0,2097139712,1125797888,130383872,15.5,61345005,84169790
2111,2.0,2097139712,1125863424,130318336,15.5,61350311,84172658
2112,0.0,2097139712,1125732352,130445312,15.5,61355579,84175568
2113,0.0,2097139712,1125797888,130379776,15.5,61361025,84178832
2114,2.9,2097139712,1125896192,130281472,15.5,61366210,84182026
2115,0.0,2097139712,1125765120,130412544,15.5,61371591,84185096
2116,2.0,2097139712,1125830656,130347008,15.5,61376817,84187964
2117,1.0,2097139712,1125830656,130281472,15.5,61382067,84190766
2118,1.0,2097139712,1125732352,130445312,15.5,61387182,84193762
2119,0.0,2097139712,1125797888,130379776,15.5,61392607,84196700
2120,1.0,2097139712,1125863424,130314240,15.5,61397877,84199436
2121,1.0,2097139712,1125732352,130445312,15.5,61402908,84202102
2122,1.0,2097139712,1125797888,130379776,15.5,61408289,84205304
2123,0.0,2097139712,1125863424,130314240,15.5,61413711,84208436
2124,2.9,2097139712,1125732352,130445312,15.5,61418902,84211168
2125,1.0,2097139712,1125797888,130379776,15.5,61424459,84214634
2126,1.0,2097139712,1125699584,130478080,15.5,61429839,84217898
2127,1.0,2097139712,1125765120,130412544,15.5,61435092,84221092
2128,1.0,2097139712,1125830656,130347008,15.5,61440651,84224558
2129,1.0,2097139712,1125732352,130445312,15.5,61445965,84227624
2130,1.0,2097139712,1125797888,130445312,15.5,61451413,84230690
2131,0.0,2097139712,1125863424,130314240,15.5,61456470,84233818
2132,2.0,2097139712,1125732352,130445312,15.5,61461586,84237016
2133,1.0,2097139712,1125797888,130379776,15.5,61466942,84240214
2134,1.0,2097139712,1125896192,130281472,15.5,61472200,84243412
2135,0.0,2097139712,1125732352,130445312,15.5,61477558,84246742
2136,2.0,2097139712,1125797888,130379776,15.5,61482939,84249746
2137,1.0,2097139712,1125863424,130314240,15.5,61487988,84252676
2138,1.0,2097139712,1125732352,130445312,15.5,61493405,84255878
2139,1.0,2097139712,1125830656,130347008,15.5,61498673,84258812
2140,0.0,2097139712,1125732352,130445312,15.5,61503977,84261878
2141,2.0,2097139712,1125765120,130412544,15.5,61509529,84265274
2142,1.0,2097139712,1125830656,130347008,15.5,61514765,84268340
